show_id,type,title,cast,release_year,duration.int,duration.type,rating
as1060,movie,"seeing, searching, being - william segal",wiliam segal,2010,74.0,min,3.5464135021097047
as1061,tv show,seeing canada,brandy yanchyk,2019,2.0,seasons,3.471057884231537
as1062,movie,seed of innocence,"mary cannon, tim wead",1980,92.0,min,3.559748427672956
as1063,movie,section 375,"akshaye khanna, richa chadha, meera chopra",2019,123.0,min,3.534136546184739
as1064,tv show,secrets of the universe,,2015,1.0,seasons,3.5366598778004072
as1065,tv show,secrets of the dead: the nero files,jay o. sanders,2019,1.0,seasons,3.4701986754966887
as1066,movie,secrets of the dead: the lost gardens of babylon,jay o. sanders,2014,55.0,min,3.5301075268817206
as1067,tv show,secrets of the castle,"ruth goodman, peter ginn, tom pinfold",2014,1.0,seasons,3.559912854030501
as1068,movie,secret valley,"richard arlen, virginia grey, jack mulhall, norman willis, syd saylor, russell hicks, willie fung",1937,57.0,min,3.5225409836065573
as1069,tv show,secret state,"gabriel byrne, charles dance, gina mckee, ralph ineson",2012,1.0,seasons,3.6065400843881856
as1070,tv show,secret life of the hospital bed,joe duttine,2017,1.0,seasons,3.473372781065089
as1071,movie,secret diary of the holocaust,colin tierney,2009,50.0,min,3.5369127516778525
as1072,tv show,secret diary of a call girl,"billie piper, iddo goldberg, cherie lunghi, lily james, ashley madekwe, joanna bobin, james d'arcy, david dawson",2011,3.0,seasons,3.591
as1073,movie,secondhand hearts,"ben isaacs, mallory corinne, allie rae treharne, jericho lopez, rebecca c. olson, ward wright",2020,95.0,min,3.63412017167382
as1074,tv show,second  war diary - the war day by day,,2014,1.0,seasons,3.5326797385620914
as1075,movie,seated yoga level i 13 minutes,"anne-marie newland, jamie newland",2016,14.0,min,3.5435222672064777
as1076,tv show,seatbelt psychic,"lisa cash, thomas john",2018,1.0,seasons,3.502988047808765
as1077,movie,searching for bobby fischer,"ben kingsley, joe mantegna, laurence fishburne, joan allen, robert stephens, david paymer, william h. macy, max pomeranc, michael nirenberg, tom mcgowan",1993,110.0,min,3.4832589285714284
as1078,movie,searching for augusta: the forgotten angel of bastogne,,2016,74.0,min,3.5144628099173554
as1079,movie,sean bones: live in concert,,2011,29.0,min,3.5615384615384613
as1080,tv show,sea power,,2005,1.0,seasons,3.5065298507462686
as1081,movie,sea gypsies,"nico edwards, ayack wanderer, david bowie, clemens gabriel oestreich, peter falck, zach byron-smith, mathias lessman, ole muller",2016,78.0,min,3.6044444444444443
as1082,tv show,scrubs,"zach braff, donald faison, sarah chalke, ken jenkins, john c. mcginley",2010,9.0,seasons,3.502155172413793
as1083,tv show,scrapyard supercar,"shane lynch, ralph hosier",2019,1.0,seasons,3.513100436681223
as1084,tv show,scott & bailey,"suranne jones, lesley sharp",2016,5.0,seasons,3.5384615384615383
as1085,movie,scorpio men on prozac,"seth macari, justin hartley, erin cummings, olivier taillieu, cheryl rixon davis, christina romero, luke davis, taylor kinney, nicole brunner, danielle roberts, elexa williams, bradford h. benoit, westley thornton, jeffrey vanderbyl, maurice chasse, jason beaudoin, nina kruse, nick lakind",2020,107.0,min,3.5496957403651117
as1086,tv show,scigirls,,2010,1.0,seasons,3.625277161862528
as1087,movie,school spirits,"tiffany alvord, teala dunn, piper curda, christian delgrosso, audrey whitby, alysia reiner",2020,89.0,min,3.520876826722338
as1088,tv show,scenic walks around the world,michael lumsden,2008,1.0,seasons,3.459958932238193
as1089,tv show,scenery channel,,2017,1.0,seasons,3.5320910973084887
as1090,tv show,scaredy squirrel,"terry mcgurrin, jonathan gould, pat mckenna, linda kash, jayne eastwood, david berni, jamie watson, dwayne hill",2012,4.0,seasons,3.47
as1091,movie,say yes,"leah mckendrick, patrick zeller, matt pascua, shari belafonte, stefanie estes, alexandra paul, alberto manquero",2019,95.0,min,3.4616104868913857
as1092,movie,sawan ko aane do,"arun govil, zarina wahab, amrish puri, rita bhaduri, yunus parvez, leela mishra",1979,153.0,min,3.541322314049587
as1093,movie,savyasachi,"naga chaitanya, nidhhi agerwal, r. madhavan, bhumika chawla",2018,148.0,min,3.5728744939271255
as1094,movie,savoir adore,,2006,34.0,min,3.5287907869481767
as1095,movie,saving zoë,"laura marano, vanessa marano, chris tavarez, giorgia whigham, michael provost, nathaniel buzolic, ken jeong, evan castelloe, annie jacob",2019,95.0,min,3.562977099236641
as1096,movie,saved by grace,"joey lawrence, catalina rodriguez, muse watson",2015,85.0,min,3.4801762114537445
as1097,movie,sasheer zamata: pizza mind,sasheer zamata,2017,73.0,min,3.5496828752642706
as1098,tv show,sas rogue warriors,,2018,1.0,seasons,3.5555555555555554
as1099,movie,sarah colonna: i can't feel my legs,sarah colonna,2015,67.0,min,3.5813008130081303
as1100,movie,sandpaper,"david razor, lori katz, sage croft, kat hands",2019,72.0,min,3.6004228329809727
as1101,movie,sand castles,"jordon hodges, anne winters, randy spence, clint howard",2014,94.0,min,3.5955882352941178
as1102,movie,san fernando valley,"roy rogers, dale evans, jean porter, andrew tombes, bob nolan & the sons of the pioneers, leroy mason",1944,53.0,min,3.467021276595745
as1103,movie,same kind of different as me,"greg kinnear, renee zellweger, djimon hounsou, jon voight",2017,119.0,min,3.4731285988483687
as1104,tv show,salvage: code red,,2009,1.0,seasons,3.5768463073852295
as1105,movie,salome where she danced,"yvonne de carlo, rod cameron, david bruce, walter slezak, albert dekker",1945,92.0,min,3.549689440993789
as1106,movie,saleslady,"anna neagle, harry davenport, kenneth harlan, harry hayden",1938,63.0,min,3.4897330595482545
as1107,movie,sakka podu podu raja,"santhanam, vaibhavi shandilya, vivek, vtv ganesh, sampath",2017,124.0,min,3.5414141414141413
as1108,movie,saints and soldiers: airborne creed,"corbin allred, david nibley, jasen wade",2012,95.0,min,3.504863813229572
as1109,movie,sahil shah’s: childish behaviour,sahil shah,2018,72.0,min,3.5137420718816066
as1110,tv show,sagrada reset,,2017,2.0,seasons,3.530501089324619
as1111,movie,saaho (telugu),"prabhas, shraddha kapoor, murli sharma, arun vijay, neil nitin mukesh",2019,170.0,min,3.508492569002123
as1112,movie,saaho (tamil),"prabhas, shraddha kapoor, murli sharma, arun vijay, neil nitin mukesh",2019,170.0,min,3.539961013645224
as1113,movie,saaho (malayalam),"prabhas, shraddha kapoor, murli sharma, arun vijay, neil nitin mukesh",2019,170.0,min,3.558653846153846
as1114,movie,saaho (kannada),"prabhas, shraddha kapoor, murli sharma, arun vijay, neil nitin mukesh",2019,169.0,min,3.533811475409836
as1115,movie,ryan shaw,,2004,26.0,min,3.5337301587301586
as1116,movie,ryan bingham live,ryan bingham,2016,110.0,min,3.5221518987341773
as1117,movie,rx100,"kartikeya gummakonda, payal rajput",2018,148.0,min,3.4862579281183934
as1118,tv show,ruyi's royal love in the palace,"zhou xun, huo jianhua",2018,1.0,seasons,3.5924731182795697
as1119,movie,rustum,"shivarajkumar, vivek oberoi, shraddha srinath, rachita ram, harish uttaman, mayuri, j.mahendran, shatru",2019,127.0,min,3.5782442748091605
as1120,tv show,russell peters: deported,russell peters,2020,1.0,seasons,3.5258426966292133
as1121,movie,rupture,"noomi rapace, michael chiklis, kerry bishe, peter stormare, lesley manville, jean yoon, percy hynes white, mayko nguyen",2017,101.0,min,3.5594713656387666
as1122,movie,running for grace,"matt dillon, jim caviezel, ryan potter, olivia ritchie, juliet mills, nick boraine, stelio savante, sara naby kim, peyton dilweg",2018,111.0,min,3.4548387096774196
as1123,movie,runnin' from my roots,"deana carter, janine turner, patrick muldoon, leigh-allyn baker, aaron o'connell",2018,92.0,min,3.4559426229508197
as1124,tv show,runaway squad,,2010,1.0,seasons,3.5113168724279835
as1125,movie,rumble: the indians who rocked the world,"link wray, george clinton, buffy sainte-marie, martin scorsese, slash, quincy jones",2017,102.0,min,3.5340681362725452
as1126,movie,rudy ruettiger: the walk on,"daniel 'rudy' ruettiger, dick vitale, danny wuerffel, pat sarb, terry gannon, larry moriarty, dennis mcgowan, richie contartesi, tim ruettiger, bernie ruettiger, mick ruettiger, john ruettiger, francis ruettiger, bill martinov, mike bonifer, luther snavely, paul bergen, michael danch, ross browner, jeff ross, alan mintz, thomas lowrey",2018,78.0,min,3.4222648752399234
as1127,tv show,rubbadubbers,"john gordon sinclair, sean hughes, maria darling",2005,4.0,seasons,3.5542797494780793
as1128,movie,rotters,"frank skinner, sam simmons, phil burgers, john kearns, daniel simonsen, lolly adefope, pat cahill",2015,22.0,min,3.6453252032520327
as1129,tv show,ross kemp: middle east,ross kemp,2010,1.0,seasons,3.5894495412844036
as1130,tv show,rose and maloney,"sarah lancashire, phil davis, tara fitzgerald, daisy head",2005,3.0,seasons,3.587527352297593
as1131,movie,root of the problem,"sergio di zio, claire rankin, jayson therrien, leslie benn, ty loupelle",2020,95.0,min,3.5593047034764824
as1132,tv show,room at the top,"matthew mcnulty, maxine peake, jenna louise coleman, kevin mcnally",2012,1.0,seasons,3.487128712871287
as1133,movie,room 6,"christine taylor, shane brolly, chloe moretz, jerry o'connell",2006,94.0,min,3.6014644351464433
as1134,tv show,"ronja, the robber's daughter","gillian anderson, theresa gallagher",2017,1.0,seasons,3.5190677966101696
as1135,movie,romola,"lillian gish, dorothy gish",1924,118.0,min,3.454070981210856
as1136,tv show,rome - empire without limit,mary beard,2016,1.0,seasons,3.5412371134020617
as1137,movie,romance on the range,"roy rogers, george ""gabby"" hayes, linda hayes, edward pawley, sally payne, harry woods, sons of the pioneers",1942,53.0,min,3.528865979381443
as1138,movie,roman holiday,"gregory peck, audrey hepburn, eddie albert",1953,118.0,min,3.460850111856823
as1139,movie,rolling home,"jean parker, russell hayden, raymond hatton, pamela blake, buzz henry",1946,68.0,min,3.673580786026201
as1140,tv show,rolie polie olie,"cole caplan, adrian truss, kristen bone, catherine disher",1998,1.0,seasons,3.5307101727447217
as1141,tv show,rodeo girls,"darcy lapier, jessica holmberg, megan etcheberry",2014,1.0,seasons,3.6257731958762887
as1142,movie,rodeo & juliet,"krista allen, tim abell, nadine crocker",2015,88.0,min,3.503177966101695
as1143,tv show,rocky and bullwinkle,"tara strong as rocky, ben diskin as boris, rachel butera as natasha, brad norman as bullwinkle",2019,2.0,seasons,3.520533880903491
as1144,movie,robin hood (silent),"douglas fairbanks sr., enid bennett, wallace beery, alan hale sr.",1922,121.0,min,3.4935344827586206
as1145,movie,robert,"lee bane, suzie frances garton, flynn allen",2015,94.0,min,3.506289308176101
as1146,movie,rob schneider: soy sauce and the holocaust,rob schneider,2013,60.0,min,3.607608695652174
as1147,tv show,rob delaney: jackie,rob delaney,2020,1.0,seasons,3.539832285115304
as1148,movie,road dogz,"clifton collins jr., greg serano, jacob vargas",2002,96.0,min,3.497872340425532
as1149,movie,rivers and roads: the head and the heart - live from pike place market,"jonathan russell, charity rose thielen, matt gervais, chris zasche, kenny hensley, tyler williams",2020,74.0,min,3.4702643171806167
as1150,tv show,ritual,,2017,1.0,seasons,3.5326530612244897
as1151,movie,rise of the great white shark,,2017,49.0,min,3.4793926247288502
as1152,movie,right at your door,"mary mccormack, rory cochrane, tony perez, scotty noyd jr.",2007,91.0,min,3.542619542619543
as1153,movie,riders of the whistling pines,"gene autry, patricia barry",1949,70.0,min,3.5157894736842104
as1154,movie,riders of the rockies,"tex ritter, louise stanley, charles king, snub pollard, horace murphy, yakima canutt, martin garralagoa, earl dwire",1937,59.0,min,3.574725274725275
as1155,movie,ride,"helen hunt, luke wilson, brenton thwaites",2015,93.0,min,3.570539419087137
as1156,movie,rickover: the birth of nuclear power,tim blake nelson,2014,115.0,min,3.566600397614314
as1157,tv show,rick steves' europe,rick steves,2018,4.0,seasons,3.581699346405229
as1158,tv show,rick stein's mediterranean escapes,rick stein,2007,1.0,seasons,3.5149892933618845
as1159,tv show,rick stein's long weekends,rick stein,2016,1.0,seasons,3.674586776859504
as1160,tv show,rick stein's india,rick stein,2013,1.0,seasons,3.501126126126126
as1161,tv show,rick stein's far eastern odyssey,rick stein,2009,1.0,seasons,3.531958762886598
as1162,movie,rick stein and the japanese ambassador,rick stein,2006,59.0,min,3.4565217391304346
as1163,tv show,richard simmons' dream maker,richard simmons,2017,1.0,seasons,3.4596456692913384
as1164,movie,richard pryor: icon,chip bolcik,2014,55.0,min,3.5997782705099777
as1165,movie,richard lewis: magical misery tour,richard lewis,1997,57.0,min,3.561111111111111
as1166,tv show,richard hammond's crash course,richard hammond,2012,2.0,seasons,3.5064655172413794
as1167,movie,richard hammond meets evel knievel,richard hammond,2007,59.0,min,3.4310699588477367
as1168,tv show,rich africans,"michael blackson, femi lawson, young joc, donnell rawlings, kd aubert, lindsay crolius, paige mcgarvin, jesse porter, nickolas ballard, jenny jackson, jordan elliot, hannah stacey, leah stacey, pihon kalambay, ivor william jallah, giovanni watson, savannah williams, jermain hollman, ali chapman, danielle gato",2018,1.0,seasons,3.5242105263157897
as1169,tv show,rhythms of faith,"mecca morphosis, omar farooq, dan blake, amber azadi, saira khan, denise sanchez, marcellus bassman shepard, amir tobing",2020,1.0,seasons,3.456475583864119
as1170,movie,rhythm in the clouds,"patricia ellis, warren hull, william newell, richard carle, zeffie tilbury, charles judels, robert paige, joyce compton",1937,53.0,min,3.5
as1171,movie,rhymes for kids and babies - spooky halloween songs - mother goose club,mother goose club,2015,18.0,min,3.447983014861996
as1172,tv show,rex the runt,,2001,2.0,seasons,3.491471215351812
as1173,movie,rex the devil horse (silent),"rex the wonder horse, yakima canutt",1926,53.0,min,3.4988888888888887
as1174,movie,review: pac-man app review,,2017,4.0,min,3.475824175824176
as1175,movie,revenge for jolly,"brian petsos, kristen wiig, elijah wood, oscar isaac, adam brody, ryan phillippe, garret dillahunt, amy seimetz, kevin corrigan, david rasche, gillian jacobs, britt lower",2012,84.0,min,3.5551181102362204
as1176,tv show,rev & roll,,2019,1.0,seasons,3.544230769230769
as1177,tv show,return to the mackenzie - expedition overland,"clay croft, ty heaps, kurt williams, jeff downer, ryan erickson, scott cahill, zack johnson",2016,1.0,seasons,3.5563829787234043
as1178,movie,return of the tiger,angela mau,2007,93.0,min,3.5260960334029225
as1179,movie,restoring the shack,william paul young,2020,101.0,min,3.530398322851153
as1180,tv show,rescue special ops,"daniel amalm, gigi edgley, katherine hicks, les hill, andrew lees, peter phelps, libby tanner",2010,3.0,seasons,3.5539419087136928
as1181,tv show,requiem from the darkness (english dub),"grant george, steve kramer, karen strassman, michael mcconnohie",2003,1.0,seasons,3.6693386773547094
as1182,movie,renfrew of the royal mounted,"james newill, carol hughes, william royle, herbert corthell, kenneth harlan",1937,56.0,min,3.536263736263736
as1183,movie,remembering leonard nimoy,leonard nimoy,2017,57.0,min,3.5613026819923372
as1184,movie,relentless,"diamond dallas page, steve austin, chris jericho, jake ""the snake"" roberts, steve yu, robert mclearren, cody rhodes, kimberly ross, craig aaron",2020,63.0,min,3.556297709923664
as1185,movie,relaxing water,,2012,60.0,min,3.5072614107883817
as1186,movie,relaxing rocky beaches,,2012,60.0,min,3.4721627408993574
as1187,movie,relaxing beaches with music,mary kay kayaltizer,2019,60.0,min,3.5358649789029535
as1188,tv show,regular heroes,"alicia keys, j.j. watt, chelsea phaire",2020,1.0,seasons,3.475149105367793
as1189,movie,reg'lar fellers,"carl ""alfalfa"" switzer, billy lee, janet dempsey, sarah padden, jerry wilson, don stowell, lew luana",1941,70.0,min,3.487473903966597
as1190,movie,redwood highway,"tom skerritt, shirley knight, james le gros",2013,90.0,min,3.582150101419878
as1191,movie,redeemer,"marko zaror, loreto aravena, jose luis mosca, mauricio diocares, noah segan",2015,90.0,min,3.5277777777777777
as1192,tv show,redakai: lokar's shadow,"marc bretonnière, austin dilulio",2013,1.0,seasons,3.5826693227091635
as1193,tv show,red rock,"andrea irvine, patrick ryan, cathy belton, stephen cromwell, david crowley",2018,3.0,seasons,3.5099800399201597
as1194,movie,red nights,"brain matthews, christopher parker",1988,90.0,min,3.5175983436853
as1195,movie,red garters,"rosemary clooney, jack carson, guy mitchell, gene barry, cass daley, frank faylen, reginald owen, buddy ebsen, richard hale, joanne gilbert",1954,91.0,min,3.6142557651991614
as1196,movie,recoil,"steve austin, serinda swan, danny trejo",2011,94.0,min,3.517505470459519
as1197,movie,"rebel: loreta velazquez, secret soldier of the american civil war","romi dias, isabel taysin carter",2013,54.0,min,3.5214132762312635
as1198,tv show,real love stories from around the world: united states - love stories tv,,2018,1.0,seasons,3.563265306122449
as1199,tv show,real crime chronicles,,2016,1.0,seasons,3.578895463510848
as1200,movie,real american hero,"brian dennehy, forrest tucker, ken howard, sheree north, brian kerwin, lane bradbury",1978,90.0,min,3.4917355371900825
as1201,tv show,ready jet go!,,2016,1.0,seasons,3.4950396825396823
as1202,tv show,reading rainbow,,1997,2.0,seasons,3.4979423868312756
as1203,tv show,reading egg's the eggsperts,,2014,1.0,seasons,3.5922619047619047
as1204,movie,reaching for the moon,"douglas fairbanks, bebe daniels",1930,73.0,min,3.489517819706499
as1205,tv show,re:creators,"daiki yamashita, mikako komatsu, inori minase, yoko hikasa, rie murakawa",2017,1.0,seasons,3.513888888888889
as1206,tv show,rasbhari (4k uhd),"swara bhasker, ayushmaan saxena, rashmi agdekar, chittranjan tripathy, neelu kohli, pradhuman singh mall",2020,1.0,seasons,3.485651214128035
as1207,tv show,rasbhari,"swara bhasker, ayushmaan saxena, rashmi agdekar, chittranjan tripathy, neelu kohli, pradhuman singh mall",2020,1.0,seasons,3.4541577825159915
as1208,movie,ranger and the lady,"roy rogers, george ""gabby"" hayes, julie bishop, harry woods, henry brandon",1940,53.0,min,3.648106904231626
as1209,movie,rangasthalam,"ram charan, samantha akkineni, aadhi pinisetty, anasuya bharadwaj, jagapati babu",2018,174.0,min,3.5450733752620547
as1210,movie,rampage: capital punishment,"brendan fletcher, lochlyn munro, mike dopud",2014,93.0,min,3.5847826086956522
as1211,movie,rampage,"brendan fletcher, shaun sipos, michael paré",2011,85.0,min,3.477801268498943
as1212,movie,rammstein: paris,rammstein,2017,128.0,min,3.578470824949698
as1213,movie,rammstein: in amerika (documentaries),rammstein,2015,144.0,min,3.534412955465587
as1214,movie,rallying - the killer years,,2012,52.0,min,3.553061224489796
as1215,tv show,rakuen the secret of paradise,kazuyoshi miyoshi,2017,1.0,seasons,3.566346153846154
as1216,movie,raising victor vargas,"victor rasuk, donna maldonado, kevin rivera, krystal rodriguez, judy marte, melonie diaz",2003,88.0,min,3.5128755364806867
as1217,tv show,raising asia,"asia ray monet, bill hufsey",2014,1.0,seasons,3.4948347107438016
as1218,tv show,rainbow ruby,,2016,1.0,seasons,3.535425101214575
as1219,tv show,rain shadow,"rachel ward, grant piro, victoria thaine, tom o'sullivan, shane withington, edwing hodgeman, kim knuckey, heather mitchell, gary sweet, nathan butler, jude henshall, nathaniel dean, michaela cantwell, amanda barkley, craig behanna, sarah brokensha, susie fraser, panda likoudis, ksenia logos, kerry ann reid, heather riddell, lily robinson, anna steen, marco venturini, paul zweck, carmel johnson, jamie harding, jeff ladn, kyan burns, shane hatchard, philip monoghan",2007,1.0,seasons,3.472945891783567
as1220,movie,rain on leaves (short),,2012,7.0,min,3.5623781676413255
as1221,movie,rain fall,"gary oldman, kippei shiina, kyoko hasegawa, misa shimizu, takumi bando",2009,111.0,min,3.497912317327766
as1222,tv show,rage of bahamut virgin soul,"sumire morohoshi, yuuichirou umehara, hiroyuki yoshino, go inoue, masakazu morita",2017,1.0,seasons,3.482318271119843
as1223,movie,raffles (1939),"david niven, olivia de havilland, may whitty",1939,72.0,min,3.520242914979757
as1224,movie,radioactive,"rosamund pike, sam riley, aneurin barnard, simon russell, katherine parkinson, sian brooke, anya taylor-joy",2020,110.0,min,3.601279317697228
as1225,movie,racing scene,james garner,1971,92.0,min,3.5
as1226,tv show,rachel allen's everyday kitchen,rachel allen,2013,1.0,seasons,3.529350104821803
as1227,movie,race 3,"anil kapoor, salman khan, jacqueline fernandez, bobby deol, daisy shah, saqib saleem, freddy daruwala",2018,159.0,min,3.4845041322314048
as1228,movie,raazi,"alia bhatt, vicky kaushal",2018,137.0,min,3.5229759299781183
as1229,tv show,queer·ious | the series,"alexander ""lex"" king, darxia morris, cole lawson, miko rounds, darien janay, stray k, bj minor, jrue, sean, kiara ""the voice"", fuzz rico",2020,1.0,seasons,3.586206896551724
as1230,movie,queer nation,mathieu orcel,2018,60.0,min,3.5189309576837418
as1231,tv show,queer as folk,"aidan gillen, craig kelly, charlie hunnam",2000,2.0,seasons,3.5369198312236287
as1232,movie,queen of the yukon,"charles bickford, irene rich, george cleveland, guy usher, june carlson, dave ""tex"" o'brien",1940,76.0,min,3.5284552845528454
as1233,tv show,quark science,,2018,1.0,seasons,3.4968354430379747
as1234,tv show,qin dynasty epic,"zhang luyi, duan yihong, li naiwen, zhu zhu",2020,1.0,seasons,3.5818363273453095
as1235,tv show,qb vii,"ben gazzara, anthony hopkins, leslie caron",1974,1.0,seasons,3.4860788863109047
as1236,tv show,python for everybody,dr. charles russell severance,2016,1.0,seasons,3.564516129032258
as1237,tv show,pushpavalli (telugu),"sumukhi suresh, naveen richard, manish anand, vidyuth gargi, shraddha",2020,2.0,seasons,3.489539748953975
as1238,tv show,pushpavalli (tamil),"sumukhi suresh, naveen richard, manish anand, vidyuth gargi, shraddha",2020,2.0,seasons,3.5236559139784944
as1239,tv show,pushpavalli,"sumukhi suresh, naveen richard, manish anand, vidyuth gargi, shraddha",2020,2.0,seasons,3.5628997867803838
as1240,movie,pure the movie series 2,"efrain esquilin, john stover, lamar mackey, fonz carter, lajuan rowe, terrance brown, mr 716 big miz, martellous jones, luna smith, duece king",2018,112.0,min,3.533487297921478
as1241,movie,pure the movie series,"duece king, john stover, lamar mackey, fonz carter, born love, lonette carr, mr 716 big miz",2018,104.0,min,3.4745222929936306
as1242,movie,pungo - a witch's tale,"mark hyde, mathew sharpe, cathryn benson",2021,102.0,min,3.518279569892473
as1243,movie,pull of the north,,2020,39.0,min,3.558764940239044
as1244,tv show,public enemies,"daniel mays, anna friel, lorraine ashbourne",2012,1.0,seasons,3.566666666666667
as1245,tv show,psycho-pass (sub),"arata shindo:yuki kaji, kei mikhail ignatov:yuichi nakamura",2020,2.0,seasons,3.546666666666667
as1246,tv show,psychic tia,,2013,1.0,seasons,3.502288329519451
as1247,tv show,psychic princess,"ranyinruocai, lu lifengdk, wang chong",2019,1.0,seasons,3.433628318584071
as1248,tv show,psychic kids: children of the paranormal,chip coffey,2010,3.0,seasons,3.5
as1249,tv show,psychic intervention,,2014,1.0,seasons,3.4427645788336934
as1250,tv show,psych,"james roday, dule hill, corbin bernsen, maggie lawson, timothy omundson, kirsten nelson",2014,8.0,seasons,3.546078431372549
as1251,tv show,project restoration,"marianne suhr, griff rhys jones, ptolemy dean",2016,1.0,seasons,3.491106719367589
as1252,movie,professor shanku o el dorado,"dhritiman chatterjee, subhasish mukhopadhyay, eduardo munniz",2020,92.0,min,3.5667372881355934
as1253,movie,problems,azeem banatwalla,2018,68.0,min,3.5287128712871287
as1254,tv show,prisoners' wives,"pippa haywood, polly walker, phoebe dynevor, iain glen, harry mcentire, adam gillen, don gayle, david bradley, adrian rawlins, phillip mulhern, emma rigby, natalie gavin",2013,2.0,seasons,3.5542279411764706
as1255,movie,prisoner x,"michelle nolden, romano orzari",2017,88.0,min,3.481589147286822
as1256,movie,prison shadows (1936),"edward j. nugent, lucille lund, joan barclay, forrest taylor, syd saylor, monte blue, corky the dog",1936,73.0,min,3.4791666666666665
as1257,movie,princesses of the world,,2009,48.0,min,3.60625
as1258,tv show,princess principal,,2017,1.0,seasons,3.6032719836400817
as1259,movie,princess castle,,2016,46.0,min,3.4419087136929463
as1260,tv show,prime suspect: tennison,,2017,1.0,seasons,3.6018329938900204
as1261,tv show,prime rewind: inside the boys,"aisha tyler, karl urban, laz alonso",2020,1.0,seasons,3.5126849894291756
as1262,movie,prime live events: blondie live at round chapel (4k uhd),,2017,72.0,min,3.487012987012987
as1263,tv show,prime japan [hd/sd ver] (english subtitled),jonathan sherr,2017,1.0,seasons,3.5535714285714284
as1264,tv show,prime japan (4k uhd),jonathan sherr,2017,1.0,seasons,3.572210065645514
as1265,tv show,primal grill with steven raichlen,steven raichlen,2010,1.0,seasons,3.613095238095238
as1266,tv show,prey,"philip glenister, rosie cavaliero",2015,2.0,seasons,3.5348101265822787
as1267,tv show,presunto culpable,"miguel angel muñoz, susi sanchez, elvira minguez, josean bengoetxea, tomas del estal, itziar atienza, teresa hurtado de ory, carlos serrano, kiko rossi, alejandra onieva, irene montalà, carol rovira, eduardo rosa, iñaki font, jon mendia, asier iturriaga, pablo scola, marta castellote, maialen vega",2018,1.0,seasons,3.542696629213483
as1268,tv show,press your luck,peter tomarken,1984,1.0,seasons,3.5801217038539552
as1269,movie,prescription thugs,"christopher bell, matthew ""horshu"" wiese, chris leben, ted lieu, richard taite, david healy, greg critser",2015,86.0,min,3.4485148514851485
as1270,movie,prema pipasi,"gps, suman, kapilakshi malhotra, sonakshi varma",2021,132.0,min,3.588050314465409
as1271,tv show,preachers' daughters,"audrey perry, cheryl perry",2013,1.0,seasons,3.5888671875
as1272,movie,prayer never fails,"corbin bernsen, lorenzo lamas, eric roberts, nick lashaway, lynn whitfield, clifton davis",2017,98.0,min,3.4594320486815415
as1273,tv show,pramface,"sean michael verey, scarlett alice johnson, angus deayton, anna chancellor",2014,3.0,seasons,3.5639412997903563
as1274,movie,power douglas,,2008,19.0,min,3.585239085239085
as1275,movie,powder blue,"jessica biel, ray liotta, eddie redmayne, forest whitaker, kris kristofferson, lisa kudrow, patrick swayze",2009,106.0,min,3.523719165085389
as1276,tv show,postcards from buster,,2012,1.0,seasons,3.675946547884187
as1277,movie,possessed,"timothy dalton, jonathan malen, henry czerny, michael rhoades, shannon lawson, christopher plummer, piper laurie, richard waugh, michael mclacklan",2000,110.0,min,3.4793926247288502
as1278,movie,posse,"kirk douglas, bruce dern, bo hopkins",1975,93.0,min,3.5720620842572064
as1279,movie,portastatic,,2011,42.0,min,3.569620253164557
as1280,movie,port of new york,,1949,82.0,min,3.5420353982300883
as1281,movie,porky's revenge,"dan monahan, mark herrier, wyatt knight, tony ganios, kaki hunter",1985,93.0,min,3.5148063781321186
as1282,movie,porky's ii: the next day,"dan monahan, mark herrier, wyatt knight, roger wilson, cyril o'reilly, tony ganios, kaki hunter",1983,98.0,min,3.5533880903490758
as1283,movie,popular nursery rhymes,"elly, eva",2019,22.0,min,3.5599547511312215
as1284,movie,polylove,"brent everett, steve pena, jayson smith, dr. carrie jenkins, dr. laurie betito, gabriel clark, caitlyn roberts, samantha fraser",2019,59.0,min,3.6448979591836737
as1285,movie,pollyanna,"mary pickford, wharton james, katherine griffith, helen jerome eddy",1920,60.0,min,3.544979079497908
as1286,tv show,police rescue,"gary sweet, sonia todd, steve bastoni, john clayton, tammy macintosh, belinda cotterill, jeremy callaghan",1991,1.0,seasons,3.4384615384615387
as1287,tv show,poldark,"aidan turner, eleanor tomlinson, ellise chappell, tim dutton, beatie edney, jack farthing, kerri mclean, luke norris, vincent regan, harry richardson, tristan sturrock, peter sullivan, pip torrens, gabriella wilde, tom york, anthony calf",2019,5.0,seasons,3.4475806451612905
as1288,tv show,pokémon the series: gold and silver,"ikue ohtani, veronica taylor",2001,4.0,seasons,3.5357894736842104
as1289,tv show,pointless celebrities,"alexander armstrong, richard osman",2016,2.0,seasons,3.4656964656964657
as1290,movie,pocoyo in cinemas: your first movie,,2018,50.0,min,3.507847533632287
as1291,tv show,pocket.watch onyx family ultimate mishmash,"mirthell mitchell, rita mitchell, shalom mitchell, sinead mitchell, sade mitchell, shiloh mitchell",2020,1.0,seasons,3.5711500974658867
as1292,movie,pocket full of game,"katherine k nunez, carlos garcia, joey ortiz, david holley",2020,125.0,min,3.5698924731182795
as1293,tv show,plim plim,,2015,1.0,seasons,3.517699115044248
as1294,movie,playtime with mila and morphle,,2019,43.0,min,3.5529661016949152
